City,Lat,Lng,Max Temp (C),Humidity (%),Cloudiness (%),Wind Speed (kph),Country,Date
Utica,43.1009,-75.2327,8.49,88,92,1.74,US,1622178764
Aykhal,66.0,111.5,12.58,51,90,6.47,RU,1622178764
Fuxin,42.0156,121.6589,18.58,52,96,4.93,CN,1622178765
Cravo Norte,6.3017,-70.2041,21.67,96,76,1.11,CO,1622178766
Melilla,35.2937,-2.9383,16.21,88,90,1.03,ES,1622178767
College,64.8569,-147.8028,9.04,46,40,5.66,US,1622178275
Visnes,59.3556,5.2242,9.85,87,90,1.54,NO,1622178767
Baláo,-2.9167,-79.8167,23.04,90,99,2.12,EC,1622178767
Baykit,61.67,96.37,7.78,77,100,4.55,RU,1622178768
Lusambo,-4.9667,23.45,19.47,70,82,0.32,CD,1622178768
Ust'-Omchug,61.15,149.6333,8.01,75,100,3.66,RU,1622178768
Sīrjān,29.452,55.6814,26.41,15,0,5.38,IR,1622178769
Ca Mau,9.1769,105.15,30.59,70,87,2.95,VN,1622178769
Fort Nelson,58.8053,-122.7002,9.56,53,100,2.06,CA,1622178321
Rutul,41.5357,47.4239,13.5,51,12,2.33,RU,1622178770
Petropavlovsk-Kamchatskiy,53.0452,158.6483,14.33,36,30,3.4,RU,1622178669
Distrikt Brokopondo,4.75,-55.1667,23.7,93,100,2.47,SR,1622178770
Mahajanga,-15.7167,46.3167,25.01,65,20,3.09,MG,1622178771
Bilibino,68.0546,166.4372,9.16,54,89,5.45,RU,1622178275
Krasnosel'kup,65.7,82.4667,2.25,53,100,10.87,RU,1622178772
Biak,-0.9131,122.8766,28.97,68,19,3.45,ID,1622178773
Middle Island,40.8843,-72.9373,16.37,58,1,0.45,US,1622178774
Deer Lake,49.1667,-57.4316,4.88,68,42,7.58,CA,1622178775
Mahébourg,-20.4081,57.7,25.16,78,75,2.06,MU,1622178776
Gravdal,68.1214,13.5031,5.94,75,40,4.63,NO,1622178776
Narsaq,60.9167,-46.05,8.12,64,78,1.66,GL,1622178212
Yangi Marg`ilon,40.4272,71.7189,28.4,26,0,1.03,UZ,1622178320
Sabang,5.8933,95.3214,29.62,67,58,7.87,ID,1622178778
Cody,44.5263,-109.0565,14.84,39,1,3.09,US,1622178779
Broome,42.2506,-75.833,7.95,87,1,0.56,US,1622178287
Glace Bay,46.1969,-59.957,5.08,74,70,2.24,CA,1622178780
Geraldton,-28.7667,114.6,18.23,94,90,4.67,AU,1622178352
Sitges,41.2351,1.8119,17.43,66,99,1.85,ES,1622178781
Sansepolcro,43.5747,12.143,10.59,76,2,1.06,IT,1622178781
Bavly,54.393,53.2602,17.57,58,0,3.44,RU,1622178782
Jalu,29.0331,21.5482,25.52,27,0,3.07,LY,1622178782
Fuyang,32.9,115.8167,31.14,16,85,3.06,CN,1622178782
Mitsamiouli,-11.3847,43.2844,24.89,56,2,1.62,KM,1622178783
Nago,26.5881,127.9761,28.3,84,100,7.41,JP,1622178783
Hirara,24.8,125.2833,28.42,84,100,10.68,JP,1622178784
Muros,42.7762,-9.0603,13.33,83,55,2.05,ES,1622178784
Tirumullaivāsal,11.2333,79.8333,34.14,47,6,2.79,IN,1622178785
Bentiu,9.2333,29.8333,27.4,64,23,2.61,SS,1622178785
Ixtapa,20.7,-105.2,25.68,66,6,1.26,MX,1622178785
Husavik,66.0449,-17.3389,6.42,70,21,6.38,IS,1622178786
Grand Gaube,-20.0064,57.6608,26.32,70,13,3.13,MU,1622178290
Puerto Ayacucho,5.6639,-67.6236,22.42,95,80,1.21,VE,1622178787
Dhrol,22.5667,70.4167,34.66,46,23,7.95,IN,1622178787
Zyryanskoye,56.8306,86.6258,6.23,65,100,8.43,RU,1622178787
Vaitape,-16.5167,-151.75,26.97,72,7,3.39,PF,1622178788
Mehrān,33.1222,46.1646,36.71,9,0,0.42,IR,1622178788
Roald,62.5833,6.1333,10.14,81,0,5.66,NO,1622178789
Umm Kaddadah,13.6017,26.6876,28.76,12,34,1.4,SD,1622178789
Freeport,40.6576,-73.5832,17.52,56,1,2.24,US,1622178531
Vanavara,60.34,102.2797,16.44,29,78,6.29,RU,1622178790
Riyadh,24.6877,46.7219,34.08,9,9,1.32,SA,1622178491
Nome,64.5011,-165.4064,15.04,29,1,8.23,US,1622178791
Ratchaburi,13.5833,99.5333,32.27,53,99,1.13,TH,1622178791
Road Town,18.4167,-64.6167,26.4,77,0,5.49,VG,1622178792
Orhei,47.3831,28.8231,16.16,77,58,1.37,MD,1622178792
Toguchin,55.2353,84.3858,7.28,56,99,6.72,RU,1622178793
Udachny,66.4167,112.4,14.18,44,89,6.38,RU,1622178794
Lagunas,-5.2269,-75.6753,22.71,90,6,0.39,PE,1622178795
Lonavla,18.75,73.4167,28.02,57,82,5.7,IN,1622178796
Wendo,6.6,38.4167,16.67,81,38,0.51,ET,1622178797
Rochegda,62.8,43.25,9.43,83,41,3.51,RU,1622178798
Caravelas,-17.7125,-39.2481,22.24,87,54,2.13,BR,1622178799
Anapskaya,44.89,37.38,20.7,68,0,3.17,RU,1622178799
Bagdarin,54.4333,113.6,13.93,44,90,1.67,RU,1622178800
Salinópolis,-0.6136,-47.3561,25.83,82,99,3.5,BR,1622178801
Vanimo,-2.6741,141.3028,29.86,71,61,3.06,PG,1622178802
Tagusao,9.1924,117.8141,29.8,72,93,2.02,PH,1622178803
Rovaniemi,66.5,25.7167,5.67,65,0,3.6,FI,1622178623
Behshahr,36.6923,53.5526,23.97,45,0,2.96,IR,1622178804
Tura,25.5198,90.2201,27.63,78,58,2.31,IN,1622178805
Klyuchi,52.2667,79.1667,15.38,36,5,4.8,RU,1622178805
Leh,34.1667,77.5833,11.62,25,0,0.4,IN,1622178566
Aracati,-4.5617,-37.7697,23.96,81,10,3.82,BR,1622178806
Te Anau,-45.4167,167.7167,5.29,97,100,1.53,NZ,1622178806
Bara,10.3744,10.7288,26.37,65,5,2.86,NG,1622178810
Ust'-Kulom,61.6864,53.6902,11.02,64,87,3.3,RU,1622178812
Nantucket,41.2835,-70.0995,15.87,74,20,6.17,US,1622178634
Palora,-1.7,-77.9333,17.92,98,18,1.27,EC,1622178812
George Town,5.4112,100.3354,31.61,79,20,1.34,MY,1622178813
Kurchum,48.5722,83.6542,22.55,23,39,7.98,KZ,1622178813
Sol'-Iletsk,51.1631,54.9918,24.06,35,61,7.04,RU,1622178814
Vostok,46.4856,135.8833,13.72,49,98,1.83,RU,1622178814
Mount Vernon,40.9126,-73.8371,16.94,57,75,0.45,US,1622178550
Bambanglipuro,-7.95,110.2833,29.97,69,22,4.91,ID,1622178815
Pemba,-12.974,40.5178,20.39,94,75,3.6,MZ,1622178816
Tabory,58.5198,64.5495,12.58,53,96,3.66,RU,1622178817
Bubaque,11.2833,-15.8333,25.18,78,15,3.83,GW,1622178818
Yuryuzan',54.8633,58.4219,20.43,41,0,1.86,RU,1622178818
Thomaston,32.8882,-84.3266,22.86,80,40,0.0,US,1622178819
Naze,28.3667,129.4833,18.51,88,100,4.01,JP,1622178819
Ružomberok,49.0748,19.3075,8.18,85,100,1.27,SK,1622178820
Narganá,9.4428,-78.5906,26.63,84,96,2.52,PA,1622178820
Padang,-0.9492,100.3543,29.03,79,71,2.31,ID,1622178820
Narwar,25.65,77.9,35.94,27,41,1.24,IN,1622178821
Nizwá,22.9333,57.5333,35.67,6,6,0.83,OM,1622178821
Nakusp,50.2499,-117.8023,8.6,96,99,0.5,CA,1622178821
Morondava,-20.2833,44.2833,20.71,74,0,2.35,MG,1622178822
Stromness,58.965,-3.296,7.98,85,82,4.28,GB,1622178823
Aflao,6.116,1.1914,26.8,86,100,2.83,TG,1622178823
Guerrero Negro,27.9769,-114.0611,14.96,81,0,9.1,MX,1622178356
Mitchell,43.7094,-98.0298,6.85,93,75,2.24,US,1622178825
Gimli,50.6336,-96.9907,5.59,52,6,2.41,CA,1622178825
Sangre Grande,10.5835,-61.1177,25.92,85,78,3.98,TT,1622178774
Barcelos,41.5388,-8.6151,14.44,88,75,0.56,PT,1622178826
Saint-Paul,-21.0096,55.2707,23.03,68,1,1.93,RE,1622178827
Kiryat Gat,31.61,34.7642,22.92,35,0,2.52,IL,1622178828
Atikokan,48.7555,-91.6216,0.23,56,55,1.87,CA,1622178829
Yelan’-Kolenovskiy,51.1632,41.151,18.72,63,82,2.22,RU,1622178829
Tuy Hoa,13.0833,109.3,31.97,64,100,3.75,VN,1622178830
Tarakan,3.3,117.6333,28.65,74,85,3.04,ID,1622178830
Musoma,-1.5,33.8,19.62,80,92,3.39,TZ,1622178831
High Level,58.5169,-117.136,10.64,63,100,2.0,CA,1622178832
Dergachi,51.2328,48.7659,22.02,45,95,6.69,RU,1622178833
São João da Barra,-21.6403,-41.0511,20.45,93,0,1.89,BR,1622178354
Sambava,-14.2667,50.1667,23.73,68,3,3.5,MG,1622178834
Vikhorevka,56.1201,101.1636,13.77,33,95,4.71,RU,1622178834
Sorong,-0.8833,131.25,27.55,84,13,3.13,ID,1622178835
Flinders,-34.5833,150.8552,15.5,50,34,8.78,AU,1622178296
Liuhe,42.2401,125.7172,10.86,91,100,1.02,CN,1622178836
Okato,-39.2,173.8833,11.29,75,98,2.24,NZ,1622178836
Camacha,33.0833,-16.3333,14.68,77,40,3.09,PT,1622178837
Penalva,-3.2942,-45.1736,23.04,80,79,0.74,BR,1622178838
Tyukalinsk,55.8732,72.1967,12.6,52,77,4.76,RU,1622178839
Mandsaur,24.0667,75.0667,34.77,43,2,7.71,IN,1622178839
Nyurba,63.2842,118.3319,20.53,35,62,2.36,RU,1622178840
Castrovillari,39.8203,16.2123,16.87,55,5,0.9,IT,1622178620
Antalaha,-14.9003,50.2788,23.73,73,32,2.64,MG,1622178077
Mandera,3.9366,41.867,26.29,62,54,6.58,KE,1622178841
Bellary,15.15,76.9333,31.54,46,2,7.02,IN,1622178841
Santa Marinella,42.0345,11.8536,15.1,73,15,0.25,IT,1622178842
Sterling,39.0062,-77.4286,19.55,73,90,2.26,US,1622178842
Oranjemund,-28.55,16.4333,12.16,86,9,1.78,NA,1622178842
Amahai,-3.3333,128.9167,28.23,74,36,2.31,ID,1622178843
Teberda,43.4456,41.7448,17.05,43,1,0.42,RU,1622178843
Boa Vista,2.8197,-60.6733,24.99,83,75,3.09,BR,1622178844
Tombouctou,20.0,-3.0,31.32,9,80,5.11,ML,1622178844
Rio Grande,-32.035,-52.0986,11.08,81,17,4.02,BR,1622178267
Columbus,39.9612,-82.9988,18.47,72,75,3.6,US,1622178601
Kununurra,-15.7667,128.7333,28.99,23,9,5.14,AU,1622178671
NEDJO,9.5046,35.5019,16.03,89,58,1.12,ET,1622178846
Nurota,40.5614,65.6886,29.05,16,11,4.67,UZ,1622178846
Verkhnevilyuysk,63.4453,120.3167,20.79,28,11,3.28,RU,1622178847
Sinnamary,5.3833,-52.95,23.86,94,100,2.57,GF,1622178848
Kokopo,-4.352,152.2633,25.9,87,100,5.43,PG,1622178848
Tashtyp,52.7939,89.8983,12.58,66,59,10.03,RU,1622178849
Yeppoon,-23.1333,150.7333,23.88,28,1,1.58,AU,1622178850
La Paz,-16.5,-68.15,1.99,86,40,1.54,BO,1622178660
Gorkovskiy,45.6542,41.199,20.16,77,33,2.05,RU,1622178850
Acapulco de Juárez,16.8634,-99.8901,28.02,63,100,0.64,MX,1622178733
Maragogi,-9.0122,-35.2225,24.13,85,66,4.43,BR,1622178851
Santa Eulalia,-11.85,-76.6833,2.7,81,34,0.39,PE,1622178852
Hammond,41.5834,-87.5,11.55,94,90,5.14,US,1622178682
Half Moon Bay,37.4636,-122.4286,15.06,84,1,3.11,US,1622178696
Kushima,31.4583,131.2333,23.91,59,100,3.07,JP,1622178853
Viloco,-16.95,-67.55,4.9,58,93,0.75,BO,1622178853
Kharp,66.8014,65.8081,4.61,43,36,2.38,RU,1622178854
Ascension,30.2169,-90.9001,23.85,89,21,0.0,US,1622178854
Jalalpur Jattan,32.6374,74.2183,34.93,34,0,4.17,PK,1622178855
Mazara del Vallo,37.6641,12.588,18.85,62,97,3.01,IT,1622178856
Teguise,29.0605,-13.564,17.12,77,90,4.93,ES,1622178857
Arnedo,42.2167,-2.1,16.72,71,100,1.17,ES,1622178857
Bodden Town,19.2833,-81.25,25.08,62,66,3.85,KY,1622178858
Olinda,-8.0089,-34.8553,22.85,88,75,4.29,BR,1622178859
Mercedes,-34.6515,-59.4307,12.11,93,22,3.31,AR,1622178860
Ginda,30.6945,78.4932,27.92,20,0,2.66,IN,1622178860
Takoradze,4.8845,-1.7554,26.03,87,77,2.32,GH,1622178860
Valparaíso,-33.0393,-71.6273,12.51,85,100,3.51,CL,1622178724
Mandalay,21.9747,96.0836,38.05,31,12,3.14,MM,1622178861
Igarka,67.4667,86.5833,1.59,89,100,6.9,RU,1622178862
Kajaani,64.2273,27.7285,8.03,76,40,3.6,FI,1622178862
Leshukonskoye,64.8989,45.7622,5.1,86,100,3.21,RU,1622178602
Châteauroux,46.8167,1.7,9.0,87,0,4.63,FR,1622178716
Tabuk,17.4189,121.4443,37.32,36,68,3.1,PH,1622178863
Chingirlau,51.095,54.0814,24.08,38,97,7.38,KZ,1622178864
Nuevitas,21.5453,-77.2644,22.69,80,96,3.57,CU,1622178865
Chebarkul',54.9749,60.3633,19.36,45,0,4.96,RU,1622178866
Mbandaka,0.0487,18.2603,21.91,94,82,0.33,CD,1622178866
San Felipe,10.3399,-68.7425,22.72,99,97,1.15,VE,1622178867
Inta,66.0317,60.1659,6.13,40,34,1.83,RU,1622178867
Cayenne,4.9333,-52.3333,23.94,90,90,0.78,GF,1622178867
Saldanha,-33.0117,17.9442,14.69,92,100,6.65,ZA,1622178868
Sheltozero,61.3667,35.3667,9.29,98,100,3.55,RU,1622178868
Panama City,8.9936,-79.5197,25.76,91,40,2.77,PA,1622178692
San Juan,-31.5375,-68.5364,19.29,21,100,2.71,AR,1622178792
Khandyga,62.6667,135.6,20.6,22,65,1.89,RU,1622178869
Švenčionys,55.15,26.1667,10.53,85,98,1.78,LT,1622178870
Bam,29.106,58.357,30.8,17,0,7.56,IR,1622178870
Joshīmath,30.5667,79.5667,25.46,35,0,2.23,IN,1622178871
Katobu,-4.9408,122.5276,30.03,58,52,4.52,ID,1622178871
Juneau,58.3019,-134.4197,8.03,84,75,1.42,US,1622178366
Kantang,7.4054,99.5156,28.03,82,100,1.86,TH,1622178872
Satipo,-11.2522,-74.6386,20.89,80,81,1.23,PE,1622178872
Losser,52.2608,7.0042,7.16,93,26,1.64,NL,1622178872
Bandarbeyla,9.4942,50.8122,28.95,60,52,9.27,SO,1622178873
Hofn,64.2539,-15.2082,6.77,89,100,5.38,IS,1622178874
Puerto del Rosario,28.5004,-13.8627,19.86,73,100,5.14,ES,1622178875
Pinotepa Nacional,16.3167,-98.0167,26.12,73,100,1.31,MX,1622178875
Deli Tua,3.5078,98.6839,31.84,66,20,4.12,ID,1622178876
Manaus,-3.1019,-60.025,28.27,78,40,2.57,BR,1622178770
Nushki,29.5542,66.0215,32.71,11,0,2.38,PK,1622178876
Sarnia,42.9787,-82.4041,8.41,79,90,9.83,CA,1622178714
Baní,18.2833,-70.3333,25.48,83,24,5.06,DO,1622178752
Aloleng,16.1307,119.7824,31.06,68,45,4.17,PH,1622178877
Atambua,-9.1061,124.8925,27.51,58,53,1.38,ID,1622178877
Masallātah,32.6167,14.0,25.02,33,68,5.84,LY,1622178877
Tangwani,28.2787,68.9972,34.96,25,2,3.78,PK,1622178878
Panzhihua,26.5851,101.7128,34.12,37,94,1.32,CN,1622178878
