City,Lat,Lng,Max Temp (C),Humidity (%),Cloudiness (%),Wind Speed (kph),Country,Date
Kutum,14.2,24.6667,27.62,33,94,1.37,SD,1622095860
Matagami,49.7502,-77.6328,0.06,86,90,4.82,CA,1622095861
Kīhei,20.785,-156.4656,23.96,84,1,3.91,US,1622095770
Auki,-8.7676,160.7034,27.17,78,59,5.58,SB,1622095861
Te Anau,-45.4167,167.7167,6.84,93,100,1.89,NZ,1622095862
Lufilufi,-13.8745,-171.5986,27.66,71,69,4.07,WS,1622095862
Concepción del Oro,24.6333,-101.4167,18.54,59,69,4.35,MX,1622095863
Peñarroya-Pueblonuevo,38.3,-5.2667,14.69,68,100,2.15,ES,1622095863
Kimbe,-5.5502,150.1429,24.38,92,100,2.93,PG,1622095863
Santa Cruz,30.4202,-9.5982,18.25,92,11,1.52,MA,1622095820
Coahuayana Viejo,18.7333,-103.6833,24.76,80,100,0.56,MX,1622095864
Mokrousovo,55.8103,66.7653,14.21,54,59,7.27,RU,1622095864
Kazachinskoye,57.6953,93.2761,16.35,32,99,4.9,RU,1622095865
Nishihara,26.1842,127.7558,29.84,84,90,7.67,JP,1622095865
Ouro Sogui,15.6064,-13.3211,30.97,20,83,3.05,SN,1622095866
Palana,59.1167,159.9667,3.38,76,86,5.36,RU,1622095866
Wagar,16.1525,36.2032,34.66,22,4,2.23,SD,1622095866
Laas,46.6166,10.7002,9.41,88,64,1.03,IT,1622095867
Youghal,51.95,-7.8506,10.25,92,96,4.86,IE,1622095867
Olavarría,-36.8927,-60.3225,9.64,81,55,3.83,AR,1622095868
Peruíbe,-24.32,-46.9983,16.18,85,52,1.24,BR,1622095843
Rocha,-34.4833,-54.3333,11.38,85,30,4.57,UY,1622095647
Belz,47.6751,-3.168,11.53,97,84,2.04,FR,1622095868
Sal Rei,16.1833,-22.9167,21.31,84,6,7.4,CV,1622095869
Burnie,-41.0667,145.9167,11.08,63,10,7.61,AU,1622095869
Neryungri,56.6709,124.6491,6.97,85,95,1.78,RU,1622095869
Buin,-33.7333,-70.75,7.36,37,2,0.93,CL,1622095870
Ilulissat,69.2167,-51.1,11.01,32,75,10.29,GL,1622095870
Murgab,37.4966,61.9714,27.93,42,90,5.55,TM,1622095871
Heihe,50.2441,127.4902,17.32,45,67,0.65,CN,1622095871
Pueblo,38.2545,-104.6091,17.86,28,1,1.79,US,1622095871
Namatanai,-3.6667,152.4333,25.74,84,100,3.03,PG,1622095872
Sibu,2.3,111.8167,36.14,42,21,0.96,MY,1622095872
Isnos,1.9356,-76.2406,12.6,97,64,1.53,CO,1622095872
Malanje,-9.5402,16.341,12.82,63,18,2.17,AO,1622095873
Henties Bay,-22.116,14.2845,18.5,61,1,1.66,NA,1622095873
Kushima,31.4583,131.2333,22.04,80,96,6.23,JP,1622095873
Rancho Palos Verdes,33.7445,-118.387,15.71,86,78,1.34,US,1622095866
Husavik,66.0449,-17.3389,4.95,76,35,3.93,IS,1622095874
Chato,-2.6378,31.7669,21.59,72,100,3.05,TZ,1622095872
Semey,50.4111,80.2275,32.12,20,0,2.0,KZ,1622095875
Gillette,44.2911,-105.5022,6.46,93,20,4.47,US,1622095578
Smithers,54.7804,-127.1743,8.18,87,90,3.09,CA,1622095875
Maragogi,-9.0122,-35.2225,24.43,79,50,5.12,BR,1622095693
Yumen,40.2833,97.2,28.79,7,70,8.07,CN,1622095876
San Rafael,-34.6177,-68.3301,12.04,40,18,1.92,AR,1622095877
Alvorada,-12.48,-49.1247,21.73,47,44,1.36,BR,1622095878
Manta,-0.95,-80.7333,23.88,88,90,4.63,EC,1622095809
Berlevåg,70.8578,29.0864,6.97,53,0,9.26,NO,1622095878
Verāval,20.9,70.3667,30.25,70,100,7.18,IN,1622095711
Coolum Beach,-26.5333,153.1,21.39,72,20,5.06,AU,1622095854
Nikel,69.4128,30.222,6.1,58,61,8.82,RU,1622095879
Berdigestyakh,62.0989,126.6992,10.3,86,100,3.24,RU,1622095880
Montepulciano,43.1017,11.7868,11.72,79,98,0.47,IT,1622095881
Ramos Arizpe,25.55,-100.9667,19.92,40,1,2.57,MX,1622095881
Thurso,58.5927,-3.5259,8.14,81,92,1.13,GB,1622095881
Kearney,40.6995,-99.0815,15.91,88,90,10.8,US,1622095882
Darhan,49.4867,105.9228,17.01,26,33,5.78,MN,1622095882
Corinth,37.9407,22.9573,22.57,68,0,3.59,GR,1622095882
Dongying,37.4564,118.4856,32.65,13,1,8.69,CN,1622095883
Mitchell,43.7094,-98.0298,10.47,81,90,3.13,US,1622095883
Russell,32.3502,-85.1999,20.65,63,45,1.99,US,1622095884
Mlonggo,-6.5333,110.7,32.94,58,65,5.49,ID,1622095884
Harper,4.375,-7.7169,25.97,87,100,1.15,LR,1622095884
Price,39.5994,-110.8107,13.74,33,1,3.6,US,1622095885
Krasnosel'kup,65.7,82.4667,3.46,46,99,8.05,RU,1622095885
Andenes,69.3143,16.1194,4.99,65,75,4.12,NO,1622095886
Clyde River,70.4692,-68.5914,-4.11,88,62,4.6,CA,1622095886
Tautira,-17.7333,-149.15,25.01,75,43,3.18,PF,1622095887
Paamiut,61.994,-49.6678,2.64,86,86,1.48,GL,1622095887
Solana Beach,32.9912,-117.2711,14.81,84,90,0.45,US,1622095887
Roswell,34.0232,-84.3616,20.1,76,1,1.31,US,1622095857
Matamoros,25.5333,-103.25,27.84,42,62,3.33,MX,1622095888
Mezen',65.8522,44.24,6.07,41,84,2.06,RU,1622095888
Verkhnevilyuysk,63.4453,120.3167,18.43,47,99,1.93,RU,1622095889
State College,40.7934,-77.86,16.59,94,40,0.45,US,1622095851
Hazorasp,41.3194,61.0742,30.91,13,82,4.45,UZ,1622095890
Saint-Joseph,-21.3667,55.6167,25.69,74,8,0.94,RE,1622095890
Moussoro,13.6408,16.4901,29.56,9,14,1.66,TD,1622095891
Port Hawkesbury,45.6169,-61.3485,12.86,92,41,1.34,CA,1622095607
Palmer,42.1584,-72.3287,18.92,87,90,2.5,US,1622095891
Rockhampton,-23.3833,150.5,27.94,28,0,4.12,AU,1622095892
Ambon City,-3.6954,128.1814,25.08,88,40,8.56,ID,1622095892
Les Escoumins,48.1111,-69.0236,7.64,84,88,6.05,CA,1622095893
Maku,39.2911,44.4521,18.91,45,0,2.11,IR,1622095893
Gravdal,68.1214,13.5031,6.02,75,40,8.75,NO,1622095893
Ha Giang,22.8333,104.9833,30.44,80,67,1.74,VN,1622095894
Verkhniy Avzyan,53.5289,57.5372,19.89,35,0,1.71,RU,1622095894
Alexandria,31.2156,29.9553,24.73,60,0,3.09,EG,1622095697
West Bend,43.4253,-88.1834,8.18,80,1,2.24,US,1622095895
Richards Bay,-28.783,32.0377,18.07,83,20,2.51,ZA,1622095895
Kavieng,-2.5744,150.7967,27.17,84,100,5.7,PG,1622095896
Kokopo,-4.352,152.2633,25.21,89,100,1.56,PG,1622095896
San Ignacio,17.1561,-89.0714,24.08,83,0,0.91,BZ,1622095896
La Unión,-5.4,-80.75,21.96,78,9,3.49,PE,1622095897
Honningsvåg,70.9821,25.9704,3.86,70,75,7.2,NO,1622095898
Byron Bay,-28.65,153.6167,17.52,63,60,5.54,AU,1622095898
Malbork,54.0359,19.0266,10.39,90,57,4.78,PL,1622095898
Joensuu,62.6012,29.7632,6.55,92,90,1.34,FI,1622095899
Along,28.1667,94.7667,23.23,99,100,0.01,IN,1622095685
Gisors,49.2818,1.7801,9.25,91,0,2.07,FR,1622095899
Belmonte,-15.8631,-38.8828,20.28,84,1,1.22,BR,1622095900
Qasigiannguit,68.8193,-51.1922,11.14,38,100,11.67,GL,1622095900
Southbridge,42.0751,-72.0334,18.58,96,100,0.45,US,1622095901
Tacna,-18.0056,-70.2483,15.5,55,100,1.01,PE,1622095902
Bubaque,11.2833,-15.8333,25.1,76,68,5.13,GW,1622095902
Shingū,33.7333,135.9833,21.06,97,100,1.71,JP,1622095902
Nambucca Heads,-30.65,153.0,19.0,56,0,3.19,AU,1622095903
Belawan,3.7755,98.6832,27.16,85,100,3.89,ID,1622095903
Linkou,45.3,130.2833,20.08,31,49,1.6,CN,1622095904
Chimoré,-16.9833,-65.1333,20.54,86,99,0.6,BO,1622095904
Vostok,46.4856,135.8833,15.94,40,94,0.19,RU,1622095905
Ugoofaaru,5.6667,73.0,28.28,76,82,11.59,MV,1622095905
Narrabri,-30.3167,149.7833,18.07,33,0,1.34,AU,1622095906
Bogale,16.2833,95.4,33.87,52,100,2.6,MM,1622095906
Dawson,31.7735,-84.4466,24.12,69,44,3.23,US,1622095906
St. George's,12.0564,-61.7485,26.23,82,91,6.01,GD,1622095907
Buraidah,26.326,43.975,34.14,9,1,3.48,SA,1622095907
Ferma,57.9016,56.3064,9.07,71,90,3.16,RU,1622095908
Kandrian,-6.2167,149.55,25.6,83,100,5.87,PG,1622095908
Nhulunbuy,-12.2333,136.7667,28.34,61,75,7.2,AU,1622095909
Wewak,-3.5534,143.6268,28.79,77,68,2.47,PG,1622095763
Pisco,-13.7,-76.2167,18.03,94,90,2.06,PE,1622095871
Dingle,10.9995,122.6711,32.07,60,76,3.64,PH,1622095910
Darovskoy,58.77,47.9564,12.5,53,83,2.99,RU,1622095910
Cap Malheureux,-19.9842,57.6142,26.27,78,8,3.46,MU,1622095910
Hangu,39.2489,117.7892,31.02,32,91,7.6,CN,1622095911
Laurel,39.0993,-76.8483,19.6,93,1,0.89,US,1622095911
Ulladulla,-35.35,150.4667,16.3,52,2,1.89,AU,1622095911
Mount Gambier,-37.8333,140.7667,13.93,69,36,4.91,AU,1622095912
Nouadhibou,20.931,-17.0347,16.99,94,0,7.72,MR,1622095912
Atar,20.5169,-13.0499,26.22,23,5,4.05,MR,1622095912
Kavaratti,10.5669,72.642,28.57,75,100,6.54,IN,1622095913
Kānkon,15.0167,74.0167,30.36,61,94,5.35,IN,1622095914
Mahon,39.8885,4.2658,16.31,77,0,1.03,ES,1622095768
Kalabo,-14.97,22.6814,13.16,44,0,2.38,ZM,1622095914
San Quintín,30.4833,-115.95,15.0,90,84,5.59,MX,1622095915
Moose Factory,51.2585,-80.6094,0.99,69,90,4.12,CA,1622095915
Imbituba,-28.24,-48.6703,14.94,77,11,1.76,BR,1622095696
Brownsville,25.9018,-97.4975,25.64,89,40,1.79,US,1622095915
Calabozo,8.9242,-67.4293,24.11,85,92,2.28,VE,1622095916
Grand Island,40.925,-98.342,16.57,82,90,0.45,US,1622095917
Tondano,1.3038,124.9112,27.05,65,25,1.48,ID,1622095918
Kailua,21.4022,-157.7394,24.99,70,14,4.93,US,1622095918
Zhezkazgan,47.8043,67.7144,32.24,18,73,5.85,KZ,1622095919
Akçakoca,41.0866,31.1162,18.27,67,46,0.87,TR,1622095919
Zhangjiakou,40.81,114.8794,21.76,24,93,13.72,CN,1622095920
Aykhal,66.0,111.5,13.86,39,95,4.44,RU,1622095920
Sola,-13.8833,167.55,25.19,63,94,5.71,VU,1622095921
Champerico,14.3,-91.9167,26.3,70,100,2.02,GT,1622095921
Chapais,49.7834,-74.8492,-0.12,67,96,6.02,CA,1622095922
Dawei,14.0833,98.2,30.04,74,90,3.37,MM,1622095922
Rājula,21.05,71.4333,33.61,49,70,6.13,IN,1622095923
Turukhansk,65.8167,87.9833,6.11,45,97,4.1,RU,1622095923
Prainha,-1.8,-53.48,23.2,92,34,0.75,BR,1622095924
Bonavista,48.6499,-53.1147,7.0,98,100,8.36,CA,1622095924
Charlottesville,38.0293,-78.4767,19.43,94,7,1.54,US,1622095667
Awjilah,29.1081,21.2869,27.17,23,0,1.6,LY,1622095925
Port Moresby,-9.4431,147.1797,26.68,71,89,7.38,PG,1622095925
Altay,47.8667,88.1167,29.12,18,0,3.51,CN,1622095925
Jacareacanga,-6.2222,-57.7528,21.69,80,44,0.69,BR,1622095926
Morovis,18.3258,-66.4066,23.06,91,17,1.76,PR,1622095926
Muli,2.9167,73.5667,29.01,74,58,8.82,MV,1622095926
Canutama,-6.5339,-64.3831,24.29,81,90,0.55,BR,1622095927
Ulagan,50.6321,87.9563,25.98,22,4,2.33,RU,1622095928
Germantown,39.1732,-77.2717,19.2,87,1,2.06,US,1622095928
Bismarck,46.8083,-100.7837,6.15,90,90,3.6,US,1622095929
Goba,7.0167,39.9833,15.69,57,62,1.53,ET,1622095930
Alice Springs,-23.7,133.8833,16.75,31,2,7.98,AU,1622095930
Dunkirk,51.05,2.3667,10.91,95,33,4.33,FR,1622095930
Pran Buri,12.3847,99.9098,30.3,69,100,3.14,TH,1622095744
Bathsheba,13.2167,-59.5167,27.34,65,20,7.39,BB,1622095931
Georgiyevka,43.0369,74.7114,28.02,32,0,1.08,KZ,1622095931
Spas-Demensk,54.4122,34.0226,15.65,70,5,1.87,RU,1622095932
Torbat-e Jām,35.244,60.6225,27.1,25,99,9.18,IR,1622095809
Khonsa,27.0167,95.5667,20.41,99,100,0.48,IN,1622095932
Ransang,8.9603,117.5828,28.29,75,100,0.85,PH,1622095932
Nixa,37.0434,-93.2944,20.32,91,51,0.89,US,1622095933
Dwārka,22.2394,68.9678,30.24,75,62,8.79,IN,1622095933
Amarpur,25.0333,86.9,27.2,76,100,10.81,IN,1622095819
Hueyapan,18.8667,-98.6667,15.85,77,95,1.4,MX,1622095934
Tirano,46.2154,10.1679,14.36,56,35,1.3,IT,1622095934
Camacha,33.0833,-16.3333,16.67,68,75,4.63,PT,1622095935
Chake Chake,-5.2459,39.7666,26.49,75,20,6.13,TZ,1622095935
Kinnelon,41.0018,-74.3671,18.54,94,90,0.45,US,1622095935
